timestamp,alert,classification,priority,protocol,src_ip,src_port,dst_ip,dst_port
02/14-00:03:56.000000,ICMP PING,Attempted Information Leak,3,UDP,84.99.151.117,25159,73.110.5.231,44481
02/14-00:03:57.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,155.119.138.66,6415,160.208.66.237,58950
02/14-00:03:58.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,UDP,239.106.181.77,28980,76.214.73.197,9175
02/14-00:03:59.000000,ICMP PING,Misc activity,3,TCP,190.3.110.137,24662,194.172.244.48,4589
02/14-00:04:00.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,ICMP,23.62.176.2,28529,42.185.107.209,47674
02/14-00:04:01.000000,ICMP PING BSDtype,Attempted Information Leak,2,TCP,36.146.50.80,25688,169.123.52.96,4943
02/14-00:04:02.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,106.1.149.225,43910,24.185.163.204,47696
02/14-00:04:03.000000,ICMP PING,Misc activity,3,TCP,77.228.46.54,12859,84.94.76.70,49852
02/14-00:04:04.000000,ICMP PING,Misc activity,3,ICMP,138.94.221.211,65114,114.181.222.185,33520
02/14-00:04:05.000000,SCAN nmap XMAS,Misc activity,3,UDP,25.229.191.41,17963,138.151.218.83,8481
02/14-00:04:06.000000,ICMP PING BSDtype,Misc activity,3,TCP,17.63.95.193,27710,177.166.184.229,19623
02/14-00:04:07.000000,ICMP PING *NIX,Attempted Information Leak,2,UDP,102.35.101.228,60561,190.31.172.84,14155
02/14-00:04:08.000000,ICMP PING,Misc activity,3,TCP,106.185.114.249,1631,55.57.176.123,50031
02/14-00:04:09.000000,SNMP request tcp,Misc activity,3,TCP,202.164.204.134,19623,83.179.74.212,7213
02/14-00:04:10.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,218.171.238.108,24761,141.120.130.220,62761
02/14-00:04:11.000000,ICMP PING *NIX,Misc activity,3,UDP,129.129.32.178,37218,195.97.134.171,30843
02/14-00:04:12.000000,SCAN nmap XMAS,Misc activity,3,TCP,206.236.164.63,22085,119.98.231.4,7885
02/14-00:04:13.000000,ICMP PING,Attempted Information Leak,2,UDP,79.130.143.72,30921,240.84.59.12,23985
02/14-00:04:14.000000,DDOS mstream client to handler,Misc activity,3,TCP,87.182.99.118,15380,219.57.225.150,40362
02/14-00:04:15.000000,ICMP PING undefined code,Attempted Information Leak,2,ICMP,26.10.82.158,56696,193.78.140.40,21659
02/14-00:04:16.000000,SCAN nmap XMAS,Misc activity,3,TCP,187.17.99.17,18821,24.90.231.96,24074
02/14-00:04:17.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,179.235.117.235,47763,136.105.102.134,59964
02/14-00:04:18.000000,ICMP PING undefined code,Misc activity,3,UDP,112.196.245.93,37768,170.105.68.48,60294
02/14-00:04:19.000000,ICMP PING undefined code,Misc activity,3,TCP,92.239.43.158,54112,202.49.150.142,15715
02/14-00:04:20.000000,ICMP PING BSDtype,Misc activity,2,UDP,40.147.236.121,59561,20.238.94.160,6791
02/14-00:04:21.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,222.190.240.162,60951,205.183.2.41,12915
02/14-00:04:22.000000,ICMP PING,Misc activity,2,UDP,117.122.220.78,3715,234.244.103.11,4786
02/14-00:04:23.000000,ICMP PING *NIX,Misc activity,3,TCP,220.96.102.225,29422,204.35.82.96,16015
02/14-00:04:24.000000,ICMP PING BSDtype,Misc activity,3,TCP,166.80.236.65,56855,174.30.5.10,45296
02/14-00:04:25.000000,SCAN nmap XMAS,Misc activity,3,TCP,27.254.20.147,44266,250.253.55.92,25201
02/14-00:04:26.000000,SNMP trap tcp,Attempted Information Leak,3,TCP,105.163.77.108,43725,106.6.55.37,1413
02/14-00:04:27.000000,ICMP PING,Attempted Information Leak,3,UDP,214.100.9.239,12736,6.51.27.216,20444
02/14-00:04:28.000000,ICMP PING undefined code,Misc activity,3,TCP,102.152.138.145,40387,57.192.26.202,46494
02/14-00:04:29.000000,ICMP PING,Misc activity,3,TCP,89.59.164.74,5560,154.56.118.118,15257
02/14-00:04:30.000000,ICMP PING,Attempted Information Leak,2,TCP,160.91.247.101,4261,35.123.133.137,21486
02/14-00:04:31.000000,ICMP PING,Attempted Information Leak,2,TCP,130.233.32.235,37373,157.182.132.148,5444
02/14-00:04:32.000000,ICMP PING,Misc activity,3,TCP,9.221.12.125,28609,206.110.131.142,57433
02/14-00:04:33.000000,ICMP PING,Attempted Information Leak,3,ICMP,4.32.33.24,51580,42.196.19.81,26722
02/14-00:04:34.000000,ICMP PING BSDtype,Misc activity,3,TCP,248.73.82.130,16028,143.26.166.100,37103
02/14-00:04:35.000000,ICMP PING,Misc activity,3,UDP,60.200.69.122,57696,54.13.184.173,2270
02/14-00:04:36.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,193.54.199.201,18432,130.124.203.67,39077
02/14-00:04:37.000000,ICMP PING BSDtype,Misc activity,2,UDP,51.157.207.120,9984,64.172.149.229,62729
02/14-00:04:38.000000,SCAN nmap XMAS,Misc activity,3,TCP,108.231.35.190,34730,176.109.48.100,13597
02/14-00:04:39.000000,ICMP PING,Misc activity,2,TCP,211.18.101.88,48165,165.234.72.77,34574
02/14-00:04:40.000000,ICMP PING undefined code,Misc activity,2,TCP,95.224.153.50,42561,38.104.14.81,22172
02/14-00:04:41.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,122.45.173.191,35490,130.43.75.166,20173
02/14-00:04:42.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,173.28.47.150,1259,148.114.155.144,12408
02/14-00:04:43.000000,ICMP PING,Misc activity,3,TCP,91.8.106.119,34333,36.163.47.210,22624
02/14-00:04:44.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,48.105.210.133,2074,48.64.34.117,2990
02/14-00:04:45.000000,ICMP PING,Misc activity,3,TCP,83.56.234.226,49115,62.88.196.153,23128
02/14-00:04:46.000000,SCAN nmap XMAS,Attempted Information Leak,3,ICMP,35.86.77.198,45305,70.196.147.184,35191
02/14-00:04:47.000000,ICMP PING *NIX,Attempted Information Leak,2,UDP,109.111.49.149,34523,93.214.14.208,6598
02/14-00:04:48.000000,ICMP PING undefined code,Misc activity,3,TCP,2.114.170.246,5414,1.132.243.96,13608
02/14-00:04:49.000000,SCAN nmap XMAS,Misc activity,3,TCP,202.172.149.83,52950,110.99.83.100,21790
02/14-00:04:50.000000,ICMP PING *NIX,Misc activity,3,TCP,83.162.114.11,33625,154.165.181.208,24902
02/14-00:04:51.000000,SNMP trap tcp,Attempted Information Leak,2,ICMP,17.247.80.199,4667,134.191.222.193,63599
02/14-00:04:52.000000,SCAN nmap XMAS,Misc activity,2,TCP,215.46.101.16,27243,239.229.229.156,2079
02/14-00:04:53.000000,SNMP trap tcp,Misc activity,2,UDP,225.7.66.181,39356,247.36.224.116,58719
02/14-00:04:54.000000,SNMP AgentX/tcp request,Misc activity,2,UDP,253.29.127.252,43066,224.100.82.109,26607
02/14-00:04:55.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,107.66.132.123,58486,72.57.34.130,38094
02/14-00:04:56.000000,ICMP PING,Attempted Information Leak,2,ICMP,28.134.206.107,48118,224.157.210.69,3352
02/14-00:04:57.000000,SCAN nmap XMAS,Attempted Information Leak,3,ICMP,133.46.93.116,43763,156.170.239.20,33845
02/14-00:04:58.000000,ICMP PING,Attempted Information Leak,3,UDP,175.225.143.83,34039,77.7.88.6,5826
02/14-00:04:59.000000,SNMP request tcp,Attempted Information Leak,3,TCP,207.120.205.74,6440,167.57.154.68,1725
02/14-00:05:00.000000,SNMP request tcp,Misc activity,3,TCP,224.112.31.7,50858,120.231.244.42,19365
02/14-00:05:01.000000,ICMP PING BSDtype,Misc activity,3,TCP,93.177.247.222,19408,30.218.47.151,18477
02/14-00:05:02.000000,SCAN nmap XMAS,Misc activity,2,TCP,210.65.209.225,45460,251.110.62.19,32287
02/14-00:05:03.000000,ICMP PING undefined code,Misc activity,3,TCP,113.160.183.88,6792,203.33.159.248,58094
02/14-00:05:04.000000,ICMP PING,Misc activity,3,TCP,18.144.215.241,42227,117.121.195.172,5102
02/14-00:05:05.000000,SCAN nmap XMAS,Misc activity,3,TCP,209.99.1.36,13277,36.240.150.82,26062
02/14-00:05:06.000000,SNMP trap tcp,Attempted Information Leak,3,TCP,129.230.16.221,64268,111.237.103.37,6787
02/14-00:05:07.000000,ICMP PING,Misc activity,2,TCP,81.142.129.153,4902,170.33.92.172,44951
02/14-00:05:08.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,52.40.194.214,15330,122.4.212.118,42496
02/14-00:05:09.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,166.35.181.159,61566,76.25.240.120,25652
02/14-00:05:10.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,66.21.127.5,57344,163.29.140.236,15452
02/14-00:05:11.000000,SCAN nmap XMAS,Misc activity,3,ICMP,231.144.61.168,3701,65.107.61.50,22592
02/14-00:05:12.000000,SCAN nmap XMAS,Misc activity,3,TCP,33.130.209.202,28064,72.220.26.21,10470
02/14-00:05:13.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,204.237.105.122,32967,218.23.156.18,13378
02/14-00:05:14.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,75.29.59.186,40514,240.37.158.218,41094
02/14-00:05:15.000000,ICMP PING undefined code,Misc activity,3,UDP,151.104.185.144,17149,218.212.88.52,2996
02/14-00:05:16.000000,SCAN nmap XMAS,Misc activity,2,UDP,156.58.78.12,38155,53.1.237.134,58410
02/14-00:05:17.000000,ICMP PING BSDtype,Misc activity,3,UDP,251.158.216.240,22177,208.61.124.65,12321
02/14-00:05:18.000000,SNMP trap tcp,Misc activity,2,TCP,227.93.91.211,30108,114.202.73.109,6526
02/14-00:05:19.000000,ICMP PING *NIX,Attempted Information Leak,2,UDP,197.168.205.24,5313,132.117.197.196,63546
02/14-00:05:20.000000,ICMP PING,Misc activity,3,ICMP,161.220.138.214,36095,135.57.229.120,8866
02/14-00:05:21.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,169.69.72.204,24461,225.56.12.43,10015
02/14-00:05:22.000000,SNMP request tcp,Attempted Information Leak,2,TCP,153.163.45.219,18732,228.195.213.238,51509
02/14-00:05:23.000000,ICMP PING undefined code,Misc activity,3,UDP,187.139.87.26,6492,246.180.97.186,2920
02/14-00:05:24.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,76.95.22.8,3413,159.51.155.204,37774
02/14-00:05:25.000000,SCAN nmap XMAS,Misc activity,3,UDP,181.50.247.188,64674,176.122.208.224,28590
02/14-00:05:26.000000,ICMP PING,Attempted Information Leak,2,TCP,106.85.213.67,60266,163.213.168.212,21081
02/14-00:05:27.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,199.85.186.69,20686,156.182.225.113,1360
02/14-00:05:28.000000,SNMP request tcp,Attempted Information Leak,3,TCP,106.119.138.116,26997,83.53.14.230,60904
02/14-00:05:29.000000,ICMP PING BSDtype,Attempted Information Leak,2,TCP,103.80.162.32,51739,190.144.230.200,64378
02/14-00:05:30.000000,ICMP PING,Misc activity,3,TCP,95.253.108.71,35884,142.86.163.58,12544
02/14-00:05:31.000000,ICMP PING undefined code,Misc activity,2,UDP,195.38.192.237,16855,218.189.158.133,7971
02/14-00:05:32.000000,SNMP trap tcp,Misc activity,3,UDP,102.230.204.121,6654,50.198.19.142,46602
02/14-00:05:33.000000,ICMP PING,Misc activity,3,UDP,243.230.95.6,44779,203.212.8.30,62402
02/14-00:05:34.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,UDP,48.229.18.122,48687,63.228.113.17,28777
02/14-00:05:35.000000,ICMP PING undefined code,Misc activity,3,TCP,166.44.74.249,47313,30.241.187.132,3498
02/14-00:05:36.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,169.224.190.12,62265,231.71.53.101,64062
02/14-00:05:37.000000,ICMP PING,Misc activity,3,UDP,189.43.23.128,61963,114.102.3.13,21572
02/14-00:05:38.000000,SNMP AgentX/tcp request,Misc activity,3,UDP,184.126.141.252,58423,73.127.121.192,16403
02/14-00:05:39.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,119.14.185.119,32179,60.103.216.131,33146
02/14-00:05:40.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,18.105.220.246,63874,78.53.167.99,18144
02/14-00:05:41.000000,ICMP PING,Misc activity,3,TCP,43.237.120.181,13325,13.87.225.197,38351
02/14-00:05:42.000000,SCAN nmap XMAS,Misc activity,2,TCP,247.93.96.240,30077,63.42.176.225,6915
02/14-00:05:43.000000,ICMP PING BSDtype,Misc activity,3,ICMP,70.239.92.15,46330,100.48.98.27,28274
02/14-00:05:44.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,21.111.217.32,33873,208.92.3.82,59743
02/14-00:05:45.000000,SCAN nmap XMAS,Misc activity,3,ICMP,115.59.131.83,27797,151.232.55.119,1182
02/14-00:05:46.000000,SNMP request tcp,Attempted Information Leak,2,UDP,164.7.207.54,53718,86.240.245.3,20377
02/14-00:05:47.000000,SNMP trap tcp,Misc activity,3,ICMP,41.165.95.65,26104,27.49.218.100,19810
02/14-00:05:48.000000,SNMP AgentX/tcp request,Misc activity,2,ICMP,189.202.144.220,7825,92.149.49.199,33768
02/14-00:05:49.000000,ICMP PING,Misc activity,2,TCP,190.245.87.18,37045,194.55.152.196,54748
02/14-00:05:50.000000,ICMP PING,Misc activity,3,ICMP,22.131.152.72,46356,103.43.60.44,7711
02/14-00:05:51.000000,SCAN nmap XMAS,Misc activity,3,TCP,248.97.66.21,23668,197.168.253.16,21632
02/14-00:05:52.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,201.8.70.167,18759,171.119.143.218,42943
02/14-00:05:53.000000,ICMP PING undefined code,Misc activity,2,TCP,79.210.169.229,37398,31.208.223.128,61674
02/14-00:05:54.000000,ICMP PING undefined code,Misc activity,2,ICMP,114.131.175.54,44327,177.37.25.25,28684
02/14-00:05:55.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,244.200.34.67,65022,33.197.160.60,64605
02/14-00:05:56.000000,ICMP PING *NIX,Misc activity,2,UDP,32.124.33.203,57596,207.101.1.153,61850
02/14-00:05:57.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,39.41.46.241,10543,17.224.53.142,29657
02/14-00:05:58.000000,SCAN nmap XMAS,Misc activity,3,TCP,95.131.225.55,20961,188.4.72.91,27594
02/14-00:05:59.000000,SNMP request tcp,Attempted Information Leak,3,TCP,26.52.161.161,52174,213.209.14.211,13224
02/14-00:06:00.000000,ICMP PING undefined code,Misc activity,2,UDP,6.95.252.236,51195,152.226.39.245,29083
02/14-00:06:01.000000,ICMP PING,Misc activity,3,TCP,232.101.165.245,60096,55.215.61.3,945
02/14-00:06:02.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,128.16.61.224,43909,102.122.41.53,55467
02/14-00:06:03.000000,ICMP PING,Misc activity,2,TCP,99.252.61.239,29416,144.216.158.226,56156
02/14-00:06:04.000000,ICMP PING,Attempted Information Leak,3,TCP,207.131.38.5,7343,235.59.61.82,36537
02/14-00:06:05.000000,ICMP PING undefined code,Misc activity,3,TCP,235.162.198.248,25845,113.103.121.192,43922
02/14-00:06:06.000000,ICMP PING undefined code,Attempted Denial of Service,3,TCP,210.88.38.193,58971,132.75.209.140,25054
02/14-00:06:07.000000,ICMP PING undefined code,Misc activity,3,TCP,122.200.88.66,17070,63.89.141.136,447
02/14-00:06:08.000000,ICMP PING,Misc activity,2,TCP,192.83.66.58,34991,20.99.48.68,16170
02/14-00:06:09.000000,ICMP PING undefined code,Attempted Information Leak,2,ICMP,61.223.197.23,51480,245.133.224.181,57726
02/14-00:06:10.000000,SCAN nmap XMAS,Misc activity,3,UDP,209.192.153.213,21782,104.39.18.233,60580
02/14-00:06:11.000000,SCAN nmap XMAS,Misc activity,3,TCP,75.137.181.226,38534,3.57.143.178,53088
02/14-00:06:12.000000,SNMP request tcp,Attempted Information Leak,2,TCP,233.30.71.38,56663,217.199.45.185,29704
02/14-00:06:13.000000,ICMP PING,Attempted Information Leak,3,ICMP,138.176.84.13,9327,93.120.18.14,5879
02/14-00:06:14.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,191.115.95.66,64618,209.220.104.136,38838
02/14-00:06:15.000000,ICMP PING,Misc activity,2,ICMP,59.4.188.113,40799,71.225.90.187,43572
02/14-00:06:16.000000,ICMP PING undefined code,Misc activity,2,TCP,172.21.231.5,52266,235.216.85.174,49195
02/14-00:06:17.000000,SNMP request tcp,Misc activity,3,UDP,83.128.132.75,29073,156.158.2.133,21856
02/14-00:06:18.000000,ICMP PING undefined code,Misc activity,3,TCP,172.34.208.218,13256,152.252.130.225,48435
02/14-00:06:19.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,22.51.11.197,49041,194.147.39.227,38394
02/14-00:06:20.000000,ICMP PING BSDtype,Misc activity,3,UDP,160.218.86.147,60465,115.137.181.171,19114
02/14-00:06:21.000000,ICMP PING undefined code,Misc activity,2,TCP,204.202.115.166,46063,59.227.224.105,57493
02/14-00:06:22.000000,ICMP PING,Misc activity,3,TCP,11.207.120.251,46475,183.133.183.95,5797
02/14-00:06:23.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,UDP,28.62.87.182,31302,73.131.79.38,2174
02/14-00:06:24.000000,ICMP PING *NIX,Attempted Information Leak,3,ICMP,188.253.118.58,50591,111.121.88.157,16761
02/14-00:06:25.000000,SNMP trap tcp,Misc activity,3,UDP,117.206.68.84,19221,92.241.36.10,18320
02/14-00:06:26.000000,ICMP PING,Misc activity,3,TCP,88.36.41.27,14664,251.3.181.162,14392
02/14-00:06:27.000000,ICMP PING,Misc activity,2,TCP,93.239.47.177,33305,196.153.26.252,46959
02/14-00:06:28.000000,ICMP PING,Misc activity,3,ICMP,167.62.233.141,28739,173.37.124.61,63449
02/14-00:06:29.000000,ICMP PING,Attempted Information Leak,3,ICMP,144.156.130.186,51781,164.75.221.135,14437
02/14-00:06:30.000000,ICMP PING,Misc activity,3,UDP,228.84.14.101,26639,254.153.194.253,58489
02/14-00:06:31.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,209.186.200.25,23980,69.193.205.75,50965
02/14-00:06:32.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,143.227.110.88,31403,172.66.6.228,63461
02/14-00:06:33.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,5.86.116.47,54398,149.165.230.123,49627
02/14-00:06:34.000000,SCAN nmap XMAS,Misc activity,2,ICMP,227.20.89.117,14833,123.19.4.247,52699
02/14-00:06:35.000000,ICMP PING,Misc activity,3,TCP,92.42.210.65,9644,55.100.184.98,21357
02/14-00:06:36.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,90.197.139.208,16706,26.178.75.104,8027
02/14-00:06:37.000000,ICMP PING BSDtype,Misc activity,2,UDP,64.82.90.43,8717,70.51.86.123,46948
02/14-00:06:38.000000,SCAN nmap XMAS,Attempted Information Leak,2,UDP,189.81.120.121,30423,14.180.168.143,26963
02/14-00:06:39.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,45.210.213.238,21849,254.113.114.51,56127
02/14-00:06:40.000000,ICMP PING,Misc activity,3,TCP,95.102.193.181,32496,1.25.108.52,6740
02/14-00:06:41.000000,ICMP PING *NIX,Misc activity,2,UDP,14.182.86.51,60144,4.143.137.219,36553
02/14-00:06:42.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,195.114.123.141,29794,64.67.149.79,46534
02/14-00:06:43.000000,ICMP PING BSDtype,Attempted Information Leak,3,UDP,95.15.121.225,34385,200.157.196.148,45887
02/14-00:06:44.000000,ICMP PING *NIX,Attempted Information Leak,3,UDP,190.57.224.158,7075,191.122.235.200,58291
02/14-00:06:45.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,118.194.207.178,47139,141.150.80.125,62457
02/14-00:06:46.000000,ICMP PING *NIX,Misc activity,3,UDP,28.210.237.202,53354,82.180.219.208,13499
02/14-00:06:47.000000,ICMP PING,Attempted Information Leak,3,TCP,223.240.205.156,6711,198.188.57.108,60849
02/14-00:06:48.000000,SCAN nmap XMAS,Attempted Information Leak,3,ICMP,133.125.73.27,30081,149.124.4.182,12823
02/14-00:06:49.000000,SNMP trap tcp,Misc activity,3,UDP,19.247.64.173,33644,90.173.46.136,14046
02/14-00:06:50.000000,ICMP PING,Attempted Information Leak,2,TCP,220.78.83.238,43740,62.170.164.103,14143
02/14-00:06:51.000000,SCAN nmap XMAS,Misc activity,3,UDP,13.239.121.247,48290,113.225.14.41,42662
02/14-00:06:52.000000,ICMP PING,Misc activity,3,UDP,26.11.27.162,16558,147.62.155.157,56414
02/14-00:06:53.000000,ICMP PING,Attempted Information Leak,3,TCP,245.50.40.33,58642,141.48.89.144,38709
02/14-00:06:54.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,70.86.52.15,55451,77.171.142.218,59773
02/14-00:06:55.000000,SNMP request tcp,Misc activity,3,TCP,160.205.135.191,1365,21.119.254.97,35903
02/14-00:06:56.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,243.66.74.45,58250,127.144.72.195,25858
02/14-00:06:57.000000,ICMP PING,Attempted Information Leak,3,TCP,28.123.107.62,53135,69.129.134.175,5658
02/14-00:06:58.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,148.114.104.227,42242,203.2.169.119,26619
02/14-00:06:59.000000,ICMP PING undefined code,Misc activity,2,UDP,52.168.96.71,10741,117.188.160.146,54624
02/14-00:07:00.000000,ICMP PING,Misc activity,3,TCP,178.132.98.245,54674,173.254.242.184,47136
02/14-00:07:01.000000,ICMP PING,Attempted Information Leak,3,TCP,49.21.155.242,13782,106.112.7.239,29466
02/14-00:07:02.000000,ICMP PING,Misc activity,2,TCP,68.248.43.67,20692,65.29.161.70,27590
02/14-00:07:03.000000,ICMP PING,Attempted Information Leak,3,TCP,88.103.116.95,6872,21.88.128.163,30430
02/14-00:07:04.000000,SNMP request tcp,Misc activity,3,TCP,226.13.243.28,3605,244.46.135.85,56129
02/14-00:07:05.000000,ICMP PING *NIX,Misc activity,3,TCP,46.226.212.94,3585,134.173.27.198,21963
02/14-00:07:06.000000,ICMP PING,Misc activity,2,TCP,204.42.237.82,47936,150.251.138.211,54224
02/14-00:07:07.000000,ICMP PING BSDtype,Misc activity,3,UDP,42.200.64.9,44667,29.20.118.65,30619
02/14-00:07:08.000000,SNMP request tcp,Misc activity,3,UDP,82.24.0.140,47413,205.19.50.105,19611
02/14-00:07:09.000000,SNMP request tcp,Attempted Information Leak,3,TCP,205.197.90.200,45428,124.214.87.42,49163
02/14-00:07:10.000000,ICMP PING,Misc activity,3,TCP,100.226.24.250,18877,198.211.153.56,46151
